project_id,industry,region,project_type,contract_type,is_union_site,project_size_usd,scope_complexity,close_time_days,prior_relationship_years,competition_count,discount_pct,pm_experience_years,safety_incidents,on_time_milestones_pct,customer_satisfaction,cost_overrun_pct,time_overrun_pct,payment_delay_days,n_change_orders,next12mo_spend,retained_12mo
10143,Pharma,Midwest,NewBuild,CostPlus,1,25982000.0,4.1,65.0,6.8,2,5.3,15.0,1,80.4,4.2,-0.05601875880097851,-0.027758758800978507,22.0,6,506300.0,1
10144,Energy,Northeast,NewBuild,FixedBid,0,1562000.0,3.9,69.0,1.5,5,8.4,2.3,0,75.1,3.9,-0.03639302209128767,-0.023653022091287664,27.0,4,702100.0,0
10145,Logistics,Northeast,NewBuild,GMP,0,4359000.0,3.8,90.0,1.6,3,2.9,15.4,0,98.9,3.1,-0.04820377408860142,-0.03714377408860142,0.0,1,815100.0,0
10146,Healthcare,Midwest,Retrofit,FixedBid,0,3723000.0,3.5,90.0,6.6,8,3.8,7.3,1,79.9,3.4,0.010047723431957499,0.0279077234319575,21.0,2,948700.0,0
10147,Healthcare,Northeast,TenantImprovement,FixedBid,0,1111000.0,3.0,99.0,3.5,2,0.9,2.4,2,90.8,3.7,0.1665286820103752,0.17544868201037522,33.0,1,531900.0,1
10148,Energy,Northeast,Retrofit,CostPlus,0,12588000.0,5.0,163.0,6.1,5,3.6,5.0,0,66.8,4.1,-0.010323094593641332,0.01559690540635868,36.0,6,649100.0,1
10149,Logistics,South,Expansion,FixedBid,0,4341000.0,2.3,102.0,2.8,2,0.3,1.4,0,87.6,3.9,-0.09078704831950518,-0.09444704831950518,53.0,5,639200.0,0
10150,Manufacturing,South,NewBuild,FixedBid,1,9740000.0,3.2,10.0,2.9,1,5.9,10.6,2,71.6,4.0,-0.053919820660069104,-0.024279820660069097,27.0,2,756900.0,0
10151,Food&Beverage,South,Expansion,GMP,0,35599000.0,3.2,101.0,3.4,2,5.0,3.8,0,80.9,2.8,0.046688119986956246,0.05394811998695624,9.0,2,571800.0,1
10152,Pharma,Midwest,Expansion,FixedBid,1,4063000.0,3.6,91.0,9.3,3,3.3,8.7,1,100.0,4.4,0.021406088255142862,0.02910608825514286,0.0,4,757900.0,1
10153,Manufacturing,West,TenantImprovement,GMP,0,3848000.0,2.8,92.0,5.7,0,3.7,12.5,0,97.2,3.9,-0.0812358583718971,-0.07705585837189712,35.0,3,630700.0,1
10154,Energy,South,TenantImprovement,GMP,0,5926000.0,3.5,99.0,1.9,5,5.9,5.3,0,84.5,5.0,-0.01569569086448325,-0.007595690864483249,7.0,2,638800.0,1
10155,Manufacturing,Northeast,Retrofit,CostPlus,1,11873000.0,3.0,89.0,3.8,2,1.2,6.9,0,100.0,3.6,-0.0623057210670391,-0.0644057210670391,40.0,4,440700.0,0
10156,Technology,Northeast,NewBuild,GMP,1,3425000.0,1.6,88.0,2.6,2,4.5,2.8,2,75.0,4.1,0.005912389683247175,0.01771238968324717,53.0,1,506300.0,0
10157,Healthcare,South,NewBuild,GMP,1,3253000.0,3.2,111.0,2.3,1,5.7,6.4,0,100.0,5.0,0.18750636247574354,0.18590636247574352,3.0,2,477900.0,0
10158,Technology,Northeast,Retrofit,GMP,1,12557000.0,2.1,71.0,4.7,5,0.0,18.3,1,67.6,4.0,0.00826050839845657,0.03750050839845657,37.0,4,434800.0,1
10159,Technology,South,TenantImprovement,FixedBid,0,7297000.0,1.5,57.0,4.1,4,5.7,11.1,0,83.1,3.9,-0.06260919605751546,-0.05786919605751546,48.0,3,371300.0,1
10160,Food&Beverage,West,Retrofit,FixedBid,0,1050000.0,3.3,196.0,1.5,1,0.0,6.9,0,69.8,3.2,-0.044448284124156696,-0.02692828412415669,44.0,4,430600.0,0
10161,Manufacturing,Northeast,Expansion,CostPlus,1,2022000.0,3.7,65.0,3.4,2,3.7,5.6,2,89.1,5.0,-0.048638005731939486,-0.03199800573193948,0.0,3,516900.0,1
10162,Pharma,Northeast,Retrofit,CostPlus,1,17912000.0,3.7,94.0,2.2,5,1.1,7.8,0,86.7,3.1,0.0645582811982125,0.0748382811982125,11.0,5,563500.0,1
10163,Healthcare,West,NewBuild,FixedBid,1,7434000.0,3.8,38.0,4.5,7,7.6,8.5,1,82.3,4.2,0.0780547924856424,0.0971747924856424,3.0,3,644400.0,1
10164,Manufacturing,South,NewBuild,CostPlus,1,2929000.0,1.3,94.0,2.1,6,1.1,6.3,1,99.1,3.6,-0.07492706976835643,-0.08058706976835643,32.0,1,528400.0,1
10165,Energy,Northeast,Expansion,FixedBid,0,4703000.0,1.8,57.0,2.9,5,0.0,10.1,0,79.2,3.8,0.0388333788059833,0.04641337880598329,35.0,2,521100.0,0
10166,Logistics,West,Expansion,GMP,0,5447000.0,5.0,75.0,2.3,1,4.3,4.2,0,89.9,2.9,0.057277485721955936,0.06853748572195595,0.0,4,401400.0,0
10167,Food&Beverage,West,Retrofit,FixedBid,0,9709000.0,2.2,127.0,0.7,4,3.0,4.2,0,95.8,4.8,0.026033251477659475,0.019753251477659474,20.0,2,684700.0,1
10168,Food&Beverage,South,NewBuild,FixedBid,1,1818000.0,3.8,107.0,9.0,6,0.2,9.5,0,68.2,3.7,0.035233790142310796,0.0588137901423108,43.0,4,508700.0,1
10169,Healthcare,South,Expansion,FixedBid,1,2750000.0,2.5,110.0,3.4,4,5.3,3.3,1,77.0,3.0,-0.015699511591434682,-0.005099511591434682,27.0,1,454900.0,0
10170,Pharma,Midwest,NewBuild,FixedBid,0,6705000.0,3.3,28.0,9.2,8,0.0,,1,86.6,4.8,-0.0537419227915241,-0.03730192279152409,26.0,5,589000.0,1
10171,Healthcare,Northeast,TenantImprovement,FixedBid,1,4976000.0,2.6,154.0,3.5,4,1.4,7.9,0,93.6,3.5,-0.030087561465386988,-0.029347561465386987,16.0,2,459000.0,1
10172,Energy,South,NewBuild,FixedBid,1,8516000.0,3.8,48.0,5.3,3,2.6,0.7,0,100.0,4.1,0.08224354682263929,0.0779435468226393,7.0,3,501800.0,1
10173,Healthcare,Midwest,NewBuild,FixedBid,0,2016000.0,3.3,143.0,2.0,2,6.0,8.4,0,83.4,4.5,-0.03496945783295989,-0.024109457832959896,23.0,5,454800.0,0
10174,Pharma,South,Retrofit,FixedBid,0,7172000.0,2.8,126.0,2.0,3,7.2,1.3,0,82.2,4.2,0.023481897692222482,0.025461897692222478,27.0,4,514800.0,1
10175,Manufacturing,West,Retrofit,FixedBid,1,12907000.0,2.1,110.0,3.2,3,6.8,10.8,2,75.5,2.4,-0.08359151174168025,-0.06159151174168025,34.0,2,620900.0,0
10176,Manufacturing,Northeast,Retrofit,FixedBid,1,7956000.0,3.5,60.0,9.1,2,3.6,,1,90.0,4.4,0.07760408352912507,0.08910408352912508,43.0,7,662300.0,1
10177,Logistics,South,Retrofit,FixedBid,0,6024000.0,2.0,95.0,1.6,6,0.0,15.4,0,82.4,3.8,-0.023494106445702677,-0.011534106445702684,26.0,1,768900.0,1
10178,Pharma,Midwest,TenantImprovement,FixedBid,0,4992000.0,3.6,74.0,0.5,4,5.0,12.3,1,82.7,3.7,-0.06344775311855508,-0.041767753118555066,44.0,7,702900.0,0
10179,Pharma,West,Retrofit,FixedBid,0,2764000.0,5.0,91.0,6.5,0,7.7,3.8,0,84.9,3.8,0.040518983353487144,0.05437898335348715,20.0,4,930400.0,0
10180,Food&Beverage,Midwest,Retrofit,FixedBid,1,5088000.0,4.6,81.0,5.5,1,7.1,0.0,2,92.6,2.8,0.14320086365228585,0.15664086365228586,3.0,2,576700.0,0
10181,Pharma,South,Retrofit,FixedBid,0,14765000.0,3.9,19.0,2.4,6,5.2,5.0,0,79.2,4.0,-0.0661322778457257,-0.053152277845725696,32.0,4,648200.0,1
10182,Pharma,South,NewBuild,GMP,1,4900000.0,3.1,129.0,11.4,8,1.0,3.1,1,76.7,2.9,-0.0600665167037454,-0.0464865167037454,25.0,4,503900.0,1
10183,Energy,Midwest,Retrofit,GMP,0,2645000.0,1.3,87.0,11.7,1,2.7,15.3,2,91.2,3.7,-0.04116478683505452,-0.028084786835054533,33.0,4,715400.0,1
10184,Healthcare,South,NewBuild,GMP,0,3635000.0,1.9,73.0,0.6,1,8.8,8.0,1,49.7,4.0,0.12333315113025362,0.1520131511302536,6.0,1,434000.0,0
10185,Food&Beverage,South,Expansion,CostPlus,0,6329000.0,4.5,70.0,2.0,1,0.5,11.7,1,78.8,4.7,0.0012195341172351274,0.029139534117235136,61.0,5,362000.0,1
10186,Technology,South,NewBuild,CostPlus,1,3998000.0,2.4,103.0,3.2,4,1.1,6.9,0,72.2,3.3,0.009769179970984688,0.021349179970984684,40.0,6,746400.0,1
10187,Logistics,South,TenantImprovement,FixedBid,0,7947000.0,2.5,59.0,4.4,0,6.4,7.3,0,100.0,4.9,-0.004090521467905418,-0.00829052146790542,19.0,1,421600.0,1
10188,Manufacturing,West,Retrofit,GMP,1,8189000.0,3.0,11.0,4.0,5,2.9,,1,80.7,4.6,-0.034166393018588065,-0.018686393018588068,5.0,3,637100.0,1
10189,Food&Beverage,Midwest,TenantImprovement,GMP,0,10976000.0,2.1,104.0,3.4,3,1.0,12.4,1,79.3,3.6,-0.013120665375058743,0.0031993346249412553,46.0,0,424000.0,1
10190,Healthcare,South,Retrofit,GMP,1,16833000.0,2.0,108.0,1.4,1,7.8,9.2,0,85.4,3.1,-0.07054842634664686,-0.06658842634664687,-0.0,1,708400.0,0
10191,Pharma,Northeast,NewBuild,GMP,0,11955000.0,3.1,83.0,4.8,1,5.2,3.8,0,78.9,2.9,-0.02584633530815582,-0.01788633530815582,69.0,2,777300.0,0
10192,Healthcare,West,Expansion,FixedBid,0,2553000.0,2.3,50.0,5.0,1,3.0,14.5,1,81.2,4.1,-0.13678903319411934,-0.11850903319411933,7.0,5,643100.0,1
10193,Manufacturing,South,Expansion,GMP,1,2616000.0,2.5,93.0,6.2,2,1.1,6.8,1,87.2,3.4,-0.008510536440642518,-0.0005305364406425206,59.0,2,718400.0,0
10194,Food&Beverage,Midwest,Expansion,GMP,1,5073000.0,2.4,39.0,1.2,4,9.1,6.2,0,80.9,4.7,0.03873654546357856,0.04439654546357855,23.0,5,502600.0,1
10195,Manufacturing,Northeast,Retrofit,FixedBid,1,3757000.0,3.7,54.0,2.8,4,3.9,0.0,1,80.8,3.4,0.04001980423457799,0.051039804234578,59.0,5,899700.0,0
10196,Manufacturing,West,Expansion,GMP,0,2168000.0,3.0,64.0,2.3,3,7.5,,0,73.9,3.3,0.0658355432575701,0.0829955432575701,14.0,4,600600.0,0
10197,Energy,Midwest,TenantImprovement,FixedBid,1,3785000.0,3.0,120.0,1.2,2,6.2,8.4,1,72.2,4.1,0.04722292121615121,0.0683029212161512,28.0,1,419900.0,0
10198,Pharma,South,Expansion,GMP,0,3687000.0,3.8,77.0,2.8,2,2.7,8.4,3,86.7,3.4,0.05643210855688459,0.08281210855688459,44.0,3,537300.0,0
10199,Healthcare,Northeast,Retrofit,GMP,1,3149000.0,3.1,74.0,1.5,2,2.7,6.4,0,89.7,3.9,-0.04735478871047731,-0.04327478871047731,36.0,3,510900.0,0
10200,Healthcare,West,Expansion,FixedBid,1,4186000.0,2.9,158.0,1.0,0,7.6,5.7,1,68.9,4.6,-0.02773846007529829,-0.007878460075298294,46.0,1,515700.0,0
10201,Food&Beverage,Northeast,Expansion,CostPlus,1,13836000.0,3.7,102.0,5.5,1,7.7,6.5,2,95.1,4.0,-0.05843573317559849,-0.04449573317559848,13.0,4,368700.0,0
10202,Pharma,Northeast,TenantImprovement,FixedBid,1,6321000.0,3.9,102.0,2.4,6,0.0,9.9,0,95.2,4.0,-0.001595522306882832,0.006684477693117171,27.0,4,624800.0,1
10203,Energy,West,Retrofit,GMP,1,38937000.0,3.1,77.0,1.9,2,5.4,10.6,1,97.7,4.0,0.017619913099490757,0.02609991309949075,51.0,4,409700.0,0
10204,Manufacturing,West,Retrofit,GMP,1,6177000.0,3.3,69.0,7.2,4,3.7,7.1,0,89.6,2.7,0.12197947684594634,0.12781947684594636,16.0,7,279900.0,0
10205,Manufacturing,Northeast,Expansion,CostPlus,0,4274000.0,2.4,13.0,5.1,7,1.4,11.8,1,93.6,4.2,0.02218242262952137,0.030822422629521368,38.0,2,508100.0,1
10206,Healthcare,Midwest,Retrofit,GMP,0,5408000.0,2.3,124.0,0.5,1,4.7,7.7,0,100.0,4.0,-0.0892397786096584,-0.0940397786096584,17.0,3,436500.0,0
10207,Manufacturing,South,Expansion,FixedBid,1,6617000.0,4.0,106.0,4.4,5,0.6,6.0,1,82.4,4.5,-0.06175577928631643,-0.044195779286316426,27.0,8,444500.0,1
10208,Technology,West,Retrofit,FixedBid,1,7635000.0,3.6,84.0,4.4,2,2.8,8.8,0,73.5,4.3,-0.005258646104320081,0.013441353895679922,27.0,5,268000.0,0
10209,Manufacturing,Midwest,NewBuild,FixedBid,1,28385000.0,3.7,85.0,2.7,1,2.0,2.6,2,67.6,3.8,0.10522351127794245,0.13176351127794247,14.0,2,452300.0,1
10210,Energy,South,Expansion,FixedBid,1,2741000.0,3.5,116.0,2.7,2,2.8,8.9,0,100.0,4.6,-0.009343143568607153,-0.00694314356860715,19.0,4,524900.0,1
10211,Technology,South,NewBuild,FixedBid,0,10716000.0,3.2,36.0,0.8,1,3.8,1.8,1,100.0,3.7,0.05713889225039169,0.05593889225039169,30.0,3,466200.0,0
10212,Energy,South,NewBuild,FixedBid,0,6364000.0,3.9,69.0,11.3,0,1.5,3.9,1,74.9,4.1,0.02542121855234681,0.04488121855234681,24.0,2,683000.0,1
10213,Healthcare,West,Expansion,FixedBid,1,1534000.0,4.1,50.0,2.8,3,7.9,,0,77.3,3.7,0.08319003043009193,0.09331003043009194,60.0,6,707500.0,0
10214,Food&Beverage,South,Expansion,FixedBid,1,9985000.0,4.1,152.0,4.3,7,5.2,7.3,1,82.1,4.2,-0.07110806158939631,-0.051568061589396294,42.0,6,603000.0,1
10215,Technology,Northeast,TenantImprovement,GMP,0,14859000.0,3.1,121.0,2.9,3,8.5,14.4,1,100.0,3.6,0.11589274841022704,0.12679274841022703,36.0,1,735700.0,1
10216,Food&Beverage,West,NewBuild,FixedBid,0,2715000.0,4.6,13.0,1.9,5,3.6,7.5,1,,5.0,-0.022373841375659766,0.006766158624340246,9.0,3,704100.0,1
10217,Manufacturing,West,NewBuild,GMP,0,5351000.0,3.4,37.0,5.8,4,2.6,10.6,2,62.4,5.0,0.0869612630810844,0.12312126308108441,13.0,4,449800.0,1
10218,Manufacturing,West,TenantImprovement,FixedBid,0,1356000.0,3.8,85.0,3.7,3,8.4,17.4,0,100.0,4.5,-0.012452879626826865,-5.287962682686172e-05,64.0,6,588700.0,0
10219,Pharma,Northeast,NewBuild,FixedBid,1,1969000.0,3.5,73.0,2.8,2,2.6,9.6,2,89.7,5.0,0.027292046974316954,0.04657204697431695,6.0,5,734900.0,0
10220,Logistics,Northeast,NewBuild,CostPlus,1,12465000.0,3.4,44.0,4.2,3,3.6,4.9,0,91.5,2.8,-0.009777133417910387,-0.006777133417910384,27.0,2,471900.0,1
10221,Healthcare,South,NewBuild,FixedBid,1,3711000.0,2.5,158.0,3.1,6,5.8,5.5,1,83.5,2.9,0.012392320953604524,0.021292320953604525,33.0,2,412300.0,0
10222,Logistics,Northeast,Retrofit,FixedBid,1,2220000.0,3.9,101.0,9.6,7,0.9,,1,91.6,3.7,0.06602671802966265,0.07956671802966267,22.0,2,633900.0,1
10223,Technology,West,TenantImprovement,CostPlus,0,6476000.0,5.0,107.0,5.7,2,5.8,5.5,0,67.8,3.9,0.1285853058276148,0.1544053058276148,11.0,3,390200.0,1
10224,Pharma,Midwest,Expansion,FixedBid,0,3549000.0,2.8,66.0,4.7,5,5.5,5.8,1,75.9,3.8,0.10175642178181649,0.11701642178181648,14.0,3,413900.0,0
10225,Healthcare,South,Expansion,FixedBid,0,3698000.0,3.3,115.0,0.9,1,7.2,11.9,1,87.3,2.8,0.03532750827436917,0.052347508274369174,16.0,4,418600.0,1
10226,Pharma,West,NewBuild,CostPlus,0,9737000.0,2.8,77.0,4.8,4,6.2,12.1,0,58.7,4.7,0.1018571967417813,0.1287371967417813,16.0,1,665000.0,1
10227,Manufacturing,Midwest,Retrofit,FixedBid,1,2128000.0,2.7,80.0,4.7,0,7.2,1.4,0,82.4,5.0,-0.003891922002426539,-0.0024319220024265433,51.0,2,579000.0,1
10228,Energy,Midwest,Retrofit,GMP,0,2612000.0,4.7,111.0,1.5,3,3.7,4.7,0,,4.8,0.12172082535770472,0.13696082535770474,31.0,3,684500.0,0
10229,Technology,South,NewBuild,FixedBid,0,6097000.0,2.5,33.0,0.8,3,1.8,6.1,2,82.4,4.7,0.03891037710343031,0.054070377103430316,17.0,1,447600.0,0
10230,Manufacturing,South,NewBuild,GMP,1,11705000.0,2.7,146.0,5.5,1,9.3,10.4,0,79.4,4.1,-0.0578443241997756,-0.04558432419977561,25.0,2,443400.0,1
10231,Manufacturing,Midwest,NewBuild,GMP,1,14513000.0,1.6,96.0,6.0,2,0.2,12.6,0,74.0,3.3,-0.04191360919341094,-0.029713609193410942,37.0,2,634700.0,1
10232,Logistics,South,NewBuild,GMP,0,3166000.0,2.4,135.0,2.1,4,0.4,18.8,0,64.1,4.0,-0.0015779685743612416,0.02676203142563876,18.0,5,414300.0,1
10233,Pharma,West,Retrofit,GMP,0,11409000.0,1.5,52.0,2.0,5,5.4,6.1,1,87.7,5.0,-0.03835386919818251,-0.03637386919818252,41.0,3,508700.0,1
10234,Energy,Midwest,Expansion,FixedBid,1,2878000.0,3.8,58.0,3.7,2,8.1,6.3,0,82.4,3.7,0.046599956259828934,0.05845995625982894,2.0,5,327100.0,1
10235,Pharma,Northeast,NewBuild,CostPlus,1,23230000.0,5.0,49.0,2.4,4,4.5,10.4,0,69.5,3.6,0.11017540715288264,0.13987540715288266,54.0,3,604200.0,0
10236,Food&Beverage,Midwest,Retrofit,FixedBid,1,2176000.0,2.8,99.0,0.8,3,6.5,5.3,0,86.8,4.7,-0.012936119939712498,-0.009716119939712498,24.0,2,737100.0,1
10237,Logistics,Midwest,Expansion,GMP,0,15600000.0,1.5,92.0,1.5,3,0.0,7.4,1,82.5,4.7,-0.18739999999999998,-0.18100000000000002,16.0,5,428600.0,1
10238,Food&Beverage,Northeast,Expansion,CostPlus,0,3188000.0,4.1,74.0,4.1,3,2.8,6.3,1,80.5,3.3,0.15917891060453596,0.17867891060453595,19.0,3,647700.0,0
10239,Manufacturing,Northeast,Expansion,FixedBid,0,26980000.0,2.5,55.0,1.5,1,0.0,0.0,1,60.1,3.7,-0.020831400115423004,-0.0033914001154230055,-0.0,2,568900.0,0
10240,Manufacturing,South,Retrofit,GMP,1,8650000.0,4.5,46.0,6.2,2,6.0,8.5,1,94.2,3.5,-0.006129615458260851,0.009350384541739155,0.0,3,354700.0,1
10241,Food&Beverage,Midwest,Expansion,FixedBid,1,2391000.0,2.9,88.0,4.7,1,0.1,7.3,0,71.2,3.9,-0.08898772069569726,-0.07390772069569726,6.0,3,415600.0,1
10242,Food&Beverage,West,NewBuild,CostPlus,1,3549000.0,2.6,74.0,4.3,3,0.8,,1,86.8,4.7,-0.03365121316335514,-0.01863121316335514,35.0,2,426600.0,0
10243,Healthcare,Midwest,Retrofit,GMP,1,10069000.0,3.0,66.0,3.6,1,5.3,8.0,0,76.3,3.3,-0.047392348192188745,-0.03417234819218874,4.0,2,497100.0,1
10244,Energy,Northeast,NewBuild,FixedBid,1,12511000.0,4.0,144.0,1.8,4,6.7,3.0,0,81.3,4.7,-0.02459066247192838,-0.014370662471928376,0.0,3,648800.0,0
10245,Energy,South,Retrofit,CostPlus,0,5093000.0,3.0,87.0,5.1,4,3.6,7.0,0,99.8,4.0,-0.054748838889120126,-0.056628838889120126,4.0,3,880400.0,0
10246,Food&Beverage,West,Retrofit,GMP,0,5586000.0,2.7,134.0,1.8,6,5.4,0.0,2,92.4,5.0,0.05808199768418757,0.062141997684187565,20.0,3,373900.0,0
10247,Energy,Midwest,NewBuild,FixedBid,1,9887000.0,3.0,71.0,6.4,5,5.3,3.2,2,99.6,4.1,0.1689254408702171,0.17336544087021713,26.0,2,505400.0,1
10248,Logistics,Northeast,Expansion,CostPlus,0,5989000.0,1.9,99.0,8.6,3,3.5,10.5,0,90.0,3.8,0.013940011861043095,0.01594001186104309,23.0,4,451000.0,1
10249,Logistics,Northeast,NewBuild,FixedBid,0,1915000.0,3.6,88.0,3.7,3,1.3,7.0,0,90.8,4.3,0.08958187293281994,0.09610187293281994,50.0,2,388400.0,0
10250,Logistics,South,NewBuild,CostPlus,0,2813000.0,1.4,31.0,7.9,1,5.4,11.7,3,64.6,3.7,-0.04111870220127173,-0.01017870220127173,49.0,3,540300.0,1
10251,Technology,Midwest,NewBuild,FixedBid,0,6505000.0,2.8,140.0,1.5,6,5.5,0.1,0,82.2,2.6,0.001226575588540449,0.0020065755885404456,65.0,3,499500.0,0
10252,Food&Beverage,Midwest,Retrofit,GMP,1,14252000.0,4.0,85.0,4.7,4,6.2,7.0,1,83.3,3.7,0.06785376829612008,0.0858737682961201,0.0,6,331800.0,1
10253,Logistics,Northeast,NewBuild,GMP,1,19634000.0,3.5,116.0,3.3,3,4.8,6.1,1,100.0,3.7,-0.02226905255499391,-0.017669052554993903,7.0,4,557200.0,1
10254,Healthcare,Midwest,Retrofit,FixedBid,1,10055000.0,3.8,64.0,5.6,1,1.1,11.8,0,79.9,2.8,-0.017601104938438212,0.0012588950615617898,38.0,3,402000.0,0
10255,Healthcare,West,NewBuild,FixedBid,0,6782000.0,3.1,84.0,0.5,4,5.7,10.7,2,89.2,3.8,0.08211863708331536,0.10079863708331536,20.0,6,527800.0,0
10256,Food&Beverage,South,Expansion,CostPlus,0,9811000.0,4.4,60.0,5.4,2,4.0,10.6,0,88.7,2.5,0.10772049285700765,0.12310049285700764,47.0,4,683800.0,0
10257,Food&Beverage,Midwest,TenantImprovement,GMP,0,3162000.0,4.1,133.0,2.0,5,2.8,14.2,0,99.9,3.7,0.02351871886606805,0.03427871886606805,30.0,2,553500.0,1
10258,Manufacturing,Northeast,Retrofit,FixedBid,0,4768000.0,3.6,101.0,3.4,6,3.3,6.5,1,84.4,4.1,-0.057161002654510844,-0.04230100265451084,54.0,4,572900.0,0
10259,Manufacturing,Midwest,Expansion,FixedBid,1,2788000.0,4.1,103.0,11.2,1,2.3,13.3,0,95.9,4.0,-0.0009914388252360799,0.011268561174763922,46.0,3,507200.0,1
10260,Energy,Midwest,TenantImprovement,FixedBid,1,1985000.0,4.0,138.0,4.8,2,6.2,3.8,1,65.5,3.6,-0.059693179415411024,-0.034193179415411015,44.0,2,532100.0,1
10261,Manufacturing,South,TenantImprovement,GMP,1,7038000.0,2.8,130.0,4.4,2,0.5,3.7,0,66.6,3.8,-0.0044358313115691215,0.009304168688430882,17.0,2,627400.0,0
10262,Food&Beverage,West,Expansion,CostPlus,0,6252000.0,1.9,117.0,4.2,2,1.5,11.0,1,58.6,3.4,-0.011121782211000688,0.01521821778899931,23.0,2,586800.0,1
10263,Healthcare,West,TenantImprovement,GMP,1,9343000.0,3.6,40.0,6.9,4,3.2,2.0,0,95.4,3.9,-0.0029497294726443506,-0.004189729472644352,19.0,4,564000.0,1
10264,Manufacturing,West,TenantImprovement,CostPlus,0,8343000.0,3.7,66.0,5.7,0,8.0,10.3,0,94.1,3.9,0.027619785566824328,0.03595978556682433,0.0,5,592500.0,1
10265,Pharma,West,Expansion,GMP,0,6544000.0,4.3,55.0,4.2,5,6.6,8.4,2,96.8,3.3,0.08978308673586873,0.10760308673586874,59.0,6,387800.0,1
10266,Manufacturing,West,Retrofit,FixedBid,1,8413000.0,2.3,115.0,3.8,2,0.0,12.3,0,77.9,4.1,-0.015319656996501336,-0.002259656996501342,39.0,6,467100.0,1
10267,Healthcare,Northeast,NewBuild,FixedBid,0,5209000.0,2.3,96.0,3.7,5,7.4,7.8,2,79.2,4.1,-0.08290712046078509,-0.0651271204607851,15.0,1,675200.0,1
10268,Manufacturing,Northeast,NewBuild,GMP,0,7499000.0,3.7,41.0,3.2,3,7.4,8.2,0,84.5,3.8,-0.004928502785888616,0.007071497214111386,51.0,3,671700.0,1
10269,Manufacturing,Midwest,Retrofit,GMP,1,3015000.0,3.1,83.0,1.2,2,1.1,10.0,2,100.0,5.0,0.05168900847863876,0.06318900847863877,15.0,4,543700.0,1
10270,Manufacturing,South,Retrofit,FixedBid,0,7245000.0,1.3,38.0,4.8,3,0.0,5.3,2,100.0,3.8,0.08420982399141999,0.08200982399142,0.0,4,802400.0,1
10271,Manufacturing,Northeast,Retrofit,FixedBid,1,9200000.0,3.6,88.0,2.2,1,3.8,5.2,0,95.5,3.7,-0.00623480251670882,-0.004334802516708817,45.0,3,624700.0,0
10272,Manufacturing,West,Retrofit,CostPlus,0,3154000.0,1.3,32.0,2.9,0,6.8,9.9,1,90.0,3.6,-0.007341185968632308,-0.003941185968632314,0.0,4,491700.0,0
10273,Manufacturing,South,Retrofit,FixedBid,1,5618000.0,2.3,109.0,6.0,3,8.0,7.9,0,100.0,3.2,0.032570633834667656,0.02797063383466765,22.0,1,396300.0,1
10274,Energy,South,Expansion,FixedBid,0,3273000.0,4.6,103.0,3.2,2,1.8,6.4,1,82.9,4.4,0.04283606111392081,0.06349606111392082,31.0,6,779600.0,0
10275,Technology,Northeast,NewBuild,GMP,0,3537000.0,5.0,157.0,3.0,5,8.4,7.7,1,81.3,3.4,0.1476885423241138,0.17260854232411382,40.0,1,640200.0,1
10276,Logistics,Midwest,NewBuild,FixedBid,1,2191000.0,2.0,120.0,3.7,1,0.0,14.4,0,84.5,3.5,0.039752168200162766,0.04945216820016276,44.0,3,788600.0,1
10277,Healthcare,Northeast,Expansion,GMP,0,14837000.0,2.9,75.0,2.6,4,3.1,6.2,0,74.3,3.5,0.08742693138428335,0.09954693138428336,41.0,3,946500.0,1
10278,Energy,West,TenantImprovement,FixedBid,1,12642000.0,3.2,119.0,11.0,4,3.0,6.1,1,83.9,3.2,0.04699025182898724,0.05975025182898723,38.0,4,436400.0,1
10279,Pharma,South,TenantImprovement,FixedBid,0,8285000.0,5.0,41.0,10.1,2,6.9,1.2,0,72.6,2.7,0.22400960747602752,0.24264960747602754,20.0,4,411300.0,1
10280,Food&Beverage,South,TenantImprovement,CostPlus,1,26108000.0,2.7,56.0,9.9,2,7.2,7.8,0,98.3,3.6,-0.05986981789350389,-0.06154981789350389,28.0,2,282700.0,0
10281,Manufacturing,Midwest,TenantImprovement,FixedBid,1,4632000.0,2.7,102.0,4.2,2,6.4,10.6,0,92.5,4.5,0.1290854310325258,0.13368543103252578,1.0,0,696500.0,0
10282,Healthcare,Midwest,NewBuild,CostPlus,0,60941000.0,4.7,14.0,2.0,3,0.6,11.3,2,100.0,4.0,0.12348096420609031,0.1442809642060903,62.0,1,674000.0,0
10283,Healthcare,Midwest,Retrofit,FixedBid,0,4493000.0,2.8,89.0,6.1,2,6.2,8.4,0,66.4,5.0,0.07942711331187029,0.0979871133118703,1.0,3,593100.0,0
10284,Healthcare,South,NewBuild,GMP,1,6610000.0,3.9,54.0,2.6,4,5.3,11.8,1,100.0,4.4,0.007797357182080213,0.020097357182080222,19.0,1,404700.0,1
10285,Energy,South,Expansion,GMP,1,3921000.0,1.7,94.0,6.4,4,0.0,10.9,0,67.1,4.3,0.009213229207463395,0.024353229207463394,0.0,2,556700.0,1
10286,Logistics,Northeast,TenantImprovement,GMP,0,7260000.0,3.0,52.0,2.0,3,0.0,12.5,0,71.6,5.0,0.0873881914565054,0.10792819145650541,15.0,1,592900.0,1
